id,silencerID,chrom,start,end,size,method,cellline,tissue,organ,species,ngene,dgene,genome,strand
1470,HS_00279656,chr7,124013896,124014096,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SSU72P8,.,hg19,.
1471,HS_00279657,chr7,124047976,124048176,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SSU72P8,.,hg19,.
1472,HS_00279658,chr7,124051976,124052176,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SSU72P8,.,hg19,.
1473,HS_00279659,chr7,127599935,127600135,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SND1,.,hg19,.
1474,HS_00279660,chr7,128136075,128136275,200,"High throughput",K562,Blood,Blood,"Homo sapiens",METTL2B,.,hg19,.
1475,HS_00279661,chr7,128221256,128221456,200,"High throughput",K562,Blood,Blood,"Homo sapiens",METTL2B,.,hg19,.
1476,HS_00279662,chr7,128953875,128954075,200,"High throughput",K562,Blood,Blood,"Homo sapiens",AHCYL2,.,hg19,.
1477,HS_00279663,chr7,130286875,130287075,200,"High throughput",K562,Blood,Blood,"Homo sapiens",COPG2,COPG2,hg19,.
1478,HS_00279664,chr7,130859095,130859295,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MKLN1,.,hg19,.
1479,HS_00279665,chr7,130905795,130905995,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MKLN1,.,hg19,.
1480,HS_00279666,chr7,131094635,131094835,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MKLN1,.,hg19,.
1481,HS_00279667,chr7,131276320,131276520,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PODXL,.,hg19,.
1482,HS_00279668,chr7,131430496,131430696,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PODXL,.,hg19,.
1483,HS_00279669,chr7,131824395,131824595,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PLXNA4,.,hg19,.
1484,HS_00279670,chr7,132279275,132279475,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PLXNA4,.,hg19,.
1485,HS_00279671,chr7,133053995,133054195,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EXOC4,.,hg19,.
1486,HS_00279672,chr7,133141375,133141575,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EXOC4,.,hg19,.
1487,HS_00279673,chr7,133141895,133142095,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EXOC4,.,hg19,.
1488,HS_00279674,chr7,133691315,133691515,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EXOC4,.,hg19,.
1489,HS_00279675,chr7,133718955,133719155,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EXOC4,.,hg19,.
1490,HS_00279676,chr7,134763695,134763895,200,"High throughput",K562,Blood,Blood,"Homo sapiens",AGBL3,.,hg19,.
1491,HS_00279677,chr7,135811755,135811955,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTPN,.,hg19,.
1492,HS_00279678,chr7,135848315,135848515,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTPN,.,hg19,.
1493,HS_00279679,chr7,135883015,135883215,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTPN,.,hg19,.
1494,HS_00279680,chr7,135895235,135895435,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTPN,.,hg19,.
1495,HS_00279681,chr7,135957835,135958035,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTPN,.,hg19,.
1496,HS_00279682,chr7,135977135,135977335,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTPN,.,hg19,.
1497,HS_00279683,chr7,136080015,136080215,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTPN,.,hg19,.
1498,HS_00279684,chr7,136235815,136236015,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRM2,.,hg19,.
1499,HS_00279685,chr7,136349356,136349556,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRM2,.,hg19,.
1500,HS_00279686,chr7,136403956,136404156,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRM2,.,hg19,.
1501,HS_00279687,chr7,136430296,136430496,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRM2,.,hg19,.
1502,HS_00279688,chr7,136710896,136711096,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRM2,.,hg19,.
1503,HS_00279689,chr7,136796256,136796456,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRM2,.,hg19,.
1504,HS_00279690,chr7,136798236,136798436,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRM2,.,hg19,.
1505,HS_00279691,chr7,136875026,136875226,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTN,.,hg19,.
1506,HS_00279692,chr7,136879136,136879336,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTN,.,hg19,.
1507,HS_00279693,chr7,138455775,138455975,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ATP6V0A4,TMEM213,hg19,.
1508,HS_00279694,chr7,139095475,139095675,200,"High throughput",K562,Blood,Blood,"Homo sapiens",LUC7L2,.,hg19,.
1509,HS_00279695,chr7,139508355,139508555,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TBXAS1,.,hg19,.
1510,HS_00279696,chr7,139697875,139698075,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TBXAS1,.,hg19,.
1511,HS_00279697,chr7,139745995,139746195,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PARP12,.,hg19,.
1512,HS_00279698,chr7,139751555,139751755,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PARP12,.,hg19,.
1513,HS_00279699,chr7,140434965,140435165,200,"High throughput",K562,Blood,Blood,"Homo sapiens",BRAF,.,hg19,.
1514,HS_00279700,chr7,140446635,140446835,200,"High throughput",K562,Blood,Blood,"Homo sapiens",BRAF,.,hg19,.
1515,HS_00279701,chr7,140452415,140452615,200,"High throughput",K562,Blood,Blood,"Homo sapiens",BRAF,.,hg19,.
1516,HS_00279702,chr7,140565415,140565615,200,"High throughput",K562,Blood,Blood,"Homo sapiens",BRAF,.,hg19,.
1517,HS_00279703,chr7,140724655,140724855,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MRPS33,.,hg19,.
1518,HS_00279704,chr7,140797326,140797526,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM178B,.,hg19,.
1519,HS_00279705,chr7,141198315,141198515,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM178B,.,hg19,.
1520,HS_00279706,chr7,141414915,141415115,200,"High throughput",K562,Blood,Blood,"Homo sapiens",WEE2,TAS2R3,hg19,.
1521,HS_00279707,chr7,141615056,141615256,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MGAM,.,hg19,.
1522,HS_00279708,chr7,142379416,142379616,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTRNR2L6,.,hg19,.
1523,HS_00279709,chr7,142599075,142599275,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TRPV5,.,hg19,.
1524,HS_00279710,chr7,142823195,142823395,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PIP,.,hg19,.
1525,HS_00279711,chr7,143347015,143347215,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TCAF2,.,hg19,.
1526,HS_00279712,chr7,143727475,143727675,200,"High throughput",K562,Blood,Blood,"Homo sapiens",OR2A5,.,hg19,.
1527,HS_00279713,chr7,143783315,143783515,200,"High throughput",K562,Blood,Blood,"Homo sapiens",OR2A12,.,hg19,.
1528,HS_00279714,chr7,144081475,144081675,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ARHGEF5,.,hg19,.
1529,HS_00279715,chr7,144570515,144570715,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TPK1,.,hg19,.
1530,HS_00279716,chr7,145058196,145058396,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TPK1,.,hg19,.
1531,HS_00279717,chr7,145140456,145140656,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TPK1,.,hg19,.
1532,HS_00279718,chr7,145168395,145168595,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TPK1,.,hg19,.
1533,HS_00279719,chr7,145333726,145333926,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTNAP2,.,hg19,.
1534,HS_00279720,chr7,145397035,145397235,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTNAP2,.,hg19,.
1535,HS_00279721,chr7,145397655,145397855,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTNAP2,.,hg19,.
1536,HS_00279722,chr7,145615535,145615735,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTNAP2,.,hg19,.
1537,HS_00279723,chr7,145732896,145733096,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTNAP2,.,hg19,.
1538,HS_00279724,chr7,146478515,146478715,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTNAP2,.,hg19,.
1539,HS_00279725,chr7,148161975,148162175,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTNAP2,.,hg19,.
1540,HS_00279726,chr7,148237216,148237416,200,"High throughput",K562,Blood,Blood,"Homo sapiens",C7orf33,.,hg19,.
1541,HS_00279727,chr7,148291015,148291215,200,"High throughput",K562,Blood,Blood,"Homo sapiens",C7orf33,C7orf33,hg19,.
1542,HS_00279728,chr7,148677035,148677235,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PDIA4,.,hg19,.
1543,HS_00279729,chr7,148748116,148748316,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF786,.,hg19,.
1544,HS_00279730,chr7,148791555,148791755,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF786,ZNF425,hg19,.
1545,HS_00279731,chr7,148802195,148802395,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF425,.,hg19,.
1546,HS_00279732,chr7,149297056,149297256,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF746,.,hg19,.
1547,HS_00279733,chr7,149297696,149297896,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF746,.,hg19,.
1548,HS_00279734,chr7,150326415,150326615,200,"High throughput",K562,Blood,Blood,"Homo sapiens",GIMAP6,.,hg19,.
1549,HS_00279735,chr7,150326635,150326835,200,"High throughput",K562,Blood,Blood,"Homo sapiens",GIMAP6,.,hg19,.
1550,HS_00279736,chr7,150874875,150875075,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ASB10,SMARCD3,hg19,.
1551,HS_00279737,chr7,151236195,151236395,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PRKAG2,PRKAG2,hg19,.
1552,HS_00279738,chr7,151276765,151276965,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PRKAG2,.,hg19,.
1553,HS_00279739,chr7,151532575,151532775,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PRKAG2,.,hg19,.
1554,HS_00279740,chr7,151599895,151600095,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PRKAG2,.,hg19,.
1555,HS_00279741,chr7,151648815,151649015,200,"High throughput",K562,Blood,Blood,"Homo sapiens",GALNTL5,.,hg19,.
1556,HS_00279742,chr7,151933355,151933555,200,"High throughput",K562,Blood,Blood,"Homo sapiens",KMT2C,.,hg19,.
1557,HS_00279743,chr7,152759085,152759285,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ACTR3B,.,hg19,.
1558,HS_00279744,chr7,155578855,155579055,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RBM33,.,hg19,.
1559,HS_00279745,chr7,155640580,155640780,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SHH,.,hg19,.
1560,HS_00279746,chr7,155827075,155827275,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SHH,.,hg19,.
1561,HS_00279747,chr7,156412315,156412515,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RNF32,.,hg19,.
1562,HS_00279748,chr7,156842275,156842475,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MNX1,.,hg19,.
1563,HS_00279749,chr7,157222075,157222275,200,"High throughput",K562,Blood,Blood,"Homo sapiens",DNAJB6,.,hg19,.
1564,HS_00279750,chr7,157285895,157286095,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTPRN2,.,hg19,.
1565,HS_00279751,chr7,157355795,157355995,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTPRN2,.,hg19,.
1566,HS_00279752,chr7,157519415,157519615,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTPRN2,.,hg19,.
1567,HS_00279753,chr7,157644585,157644785,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTPRN2,.,hg19,.
1568,HS_00279754,chr7,157854340,157854540,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTPRN2,.,hg19,.
1569,HS_00279755,chr7,158209075,158209275,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTPRN2,.,hg19,.
1570,HS_00279756,chr7,158346936,158347136,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PTPRN2,PTPRN2,hg19,.
1571,HS_00279757,chr8,1151120,1151320,200,"High throughput",K562,Blood,Blood,"Homo sapiens",DLGAP2,.,hg19,.
1572,HS_00279758,chr8,1278216,1278416,200,"High throughput",K562,Blood,Blood,"Homo sapiens",DLGAP2,.,hg19,.
1573,HS_00279759,chr8,6257295,6257495,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MCPH1,.,hg19,.
1574,HS_00279760,chr8,8652475,8652675,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MFHAS1,.,hg19,.
1575,HS_00279761,chr8,10486355,10486555,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RP1L1,.,hg19,.
1576,HS_00279762,chr8,11463316,11463516,200,"High throughput",K562,Blood,Blood,"Homo sapiens",BLK,.,hg19,.
1577,HS_00279763,chr8,14660306,14660506,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SGCZ,.,hg19,.
1578,HS_00279764,chr8,15021316,15021516,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SGCZ,.,hg19,.
1579,HS_00279765,chr8,15746616,15746816,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TUSC3,.,hg19,.
1580,HS_00279766,chr8,16517376,16517576,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MSR1,.,hg19,.
1581,HS_00279767,chr8,19643635,19643835,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CSGALNACT1,.,hg19,.
1582,HS_00279768,chr8,19646376,19646576,200,"High throughput",K562,Blood,Blood,"Homo sapiens",INTS10,INTS10,hg19,.
1583,HS_00279769,chr8,19833356,19833556,200,"High throughput",K562,Blood,Blood,"Homo sapiens",LPL,.,hg19,.
1584,HS_00279770,chr8,22281586,22281786,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC39A14,PPP3CC,hg19,.
1585,HS_00279771,chr8,22588275,22588475,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PEBP4,.,hg19,.
1586,HS_00279772,chr8,22977675,22977875,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TNFRSF10C,.,hg19,.
1587,HS_00279773,chr8,23122936,23123136,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHMP7,.,hg19,.
1588,HS_00279774,chr8,24025216,24025416,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ADAM28,.,hg19,.
1589,HS_00279775,chr8,25119156,25119356,200,"High throughput",K562,Blood,Blood,"Homo sapiens",DOCK5,.,hg19,.
1590,HS_00279776,chr8,26002136,26002336,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EBF2,.,hg19,.
1591,HS_00279777,chr8,26046675,26046875,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PPP2R2A,.,hg19,.
1592,HS_00279778,chr8,26986156,26986356,200,"High throughput",K562,Blood,Blood,"Homo sapiens",STMN4,.,hg19,.
1593,HS_00279779,chr8,27385295,27385495,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EPHX2,.,hg19,.
1594,HS_00279780,chr8,27685455,27685655,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PBK,.,hg19,.
1595,HS_00279781,chr8,27977695,27977895,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ELP3,.,hg19,.
1596,HS_00279782,chr8,29053396,29053596,200,"High throughput",K562,Blood,Blood,"Homo sapiens",KIF13B,.,hg19,.
1597,HS_00279783,chr8,30869485,30869685,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PURG,.,hg19,.
1598,HS_00279784,chr8,31268836,31269036,200,"High throughput",K562,Blood,Blood,"Homo sapiens",NRG1,.,hg19,.
1599,HS_00279785,chr8,33395166,33395366,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RNF122,.,hg19,.
1600,HS_00279786,chr8,33872176,33872376,200,"High throughput",K562,Blood,Blood,"Homo sapiens",DUSP26,.,hg19,.
1601,HS_00279787,chr8,35289876,35290076,200,"High throughput",K562,Blood,Blood,"Homo sapiens",UNC5D,.,hg19,.
1602,HS_00279788,chr8,36539936,36540136,200,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNU1,.,hg19,.
1603,HS_00279789,chr8,39508756,39508956,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ADAM18,.,hg19,.
1604,HS_00279790,chr8,40869896,40870096,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZMAT4,.,hg19,.
1605,HS_00279791,chr8,42838396,42838596,200,"High throughput",K562,Blood,Blood,"Homo sapiens",HOOK3,.,hg19,.
1606,HS_00279792,chr8,48960656,48960856,200,"High throughput",K562,Blood,Blood,"Homo sapiens",UBE2V2,UBE2V2,hg19,.
1607,HS_00279793,chr8,52688496,52688696,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PXDNL,.,hg19,.
1608,HS_00279794,chr8,53258116,53258316,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ST18,.,hg19,.
1609,HS_00279795,chr8,53508715,53508915,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RB1CC1,.,hg19,.
1610,HS_00279796,chr8,55053656,55053856,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MRPL15,.,hg19,.
1611,HS_00279797,chr8,55913976,55914176,200,"High throughput",K562,Blood,Blood,"Homo sapiens",XKR4,.,hg19,.
1612,HS_00279798,chr8,56730356,56730556,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TGS1,.,hg19,.
1613,HS_00279799,chr8,57119195,57119395,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PLAG1,.,hg19,.
1614,HS_00279800,chr8,57183295,57183495,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SDR16C5,.,hg19,.
1615,HS_00279801,chr8,58127915,58128115,200,"High throughput",K562,Blood,Blood,"Homo sapiens",IMPAD1,.,hg19,.
1616,HS_00279802,chr8,58198876,58199076,200,"High throughput",K562,Blood,Blood,"Homo sapiens",IMPAD1,.,hg19,.
1617,HS_00279803,chr8,58790255,58790455,200,"High throughput",K562,Blood,Blood,"Homo sapiens",FAM110B,.,hg19,.
1618,HS_00279804,chr8,59953176,59953376,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TOX,.,hg19,.
1619,HS_00279805,chr8,60570276,60570476,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CA8,.,hg19,.
1620,HS_00279806,chr8,60984996,60985196,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CA8,.,hg19,.
1621,HS_00279807,chr8,63749116,63749316,200,"High throughput",K562,Blood,Blood,"Homo sapiens",NKAIN3,.,hg19,.
1622,HS_00279808,chr8,66598086,66598286,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTFR1,.,hg19,.
1623,HS_00279809,chr8,66725136,66725336,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PDE7A,.,hg19,.
1624,HS_00279810,chr8,66769936,66770136,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PDE7A,.,hg19,.
1625,HS_00279811,chr8,67239096,67239296,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RRS1,.,hg19,.
1626,HS_00279812,chr8,67501515,67501715,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MYBL1,.,hg19,.
1627,HS_00279813,chr8,67742536,67742736,200,"High throughput",K562,Blood,Blood,"Homo sapiens",C8orf44-SGK3,.,hg19,.
1628,HS_00279814,chr8,68971555,68971755,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PREX2,.,hg19,.
1629,HS_00279815,chr8,69024195,69024395,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PREX2,.,hg19,.
1630,HS_00279816,chr8,69151636,69151836,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PREX2,.,hg19,.
1631,HS_00279817,chr8,69218508,69218708,200,"High throughput",K562,Blood,Blood,"Homo sapiens",C8orf34,.,hg19,.
1632,HS_00279818,chr8,70554916,70555116,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SULF1,.,hg19,.
1633,HS_00279819,chr8,74594026,74594226,200,"High throughput",K562,Blood,Blood,"Homo sapiens",STAU2,.,hg19,.
1634,HS_00279820,chr8,74897275,74897475,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM70,.,hg19,.
1635,HS_00279821,chr8,75163576,75163776,200,"High throughput",K562,Blood,Blood,"Homo sapiens",JPH1,.,hg19,.
1636,HS_00279822,chr8,76190556,76190756,200,"High throughput",K562,Blood,Blood,"Homo sapiens",HNF4G,.,hg19,.
1637,HS_00279823,chr8,77979676,77979876,200,"High throughput",K562,Blood,Blood,"Homo sapiens",PEX2,PEX2,hg19,.
1638,HS_00279824,chr8,79703356,79703556,200,"High throughput",K562,Blood,Blood,"Homo sapiens",IL7,.,hg19,.
1639,HS_00279825,chr8,81331836,81332036,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZBTB10,.,hg19,.
1640,HS_00279826,chr8,81785695,81785895,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF704,.,hg19,.
1641,HS_00279827,chr8,82746095,82746295,200,"High throughput",K562,Blood,Blood,"Homo sapiens",SNX16,.,hg19,.
1642,HS_00279828,chr8,86508596,86508796,200,"High throughput",K562,Blood,Blood,"Homo sapiens",REXO1L1,.,hg19,.
1643,HS_00279829,chr8,86983575,86983775,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ATP6V0D2,.,hg19,.
1644,HS_00279830,chr8,87015075,87015275,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ATP6V0D2,.,hg19,.
1645,HS_00279831,chr8,90802436,90802636,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RIPK2,.,hg19,.
1646,HS_00279832,chr8,90818976,90819176,200,"High throughput",K562,Blood,Blood,"Homo sapiens",RIPK2,.,hg19,.
1647,HS_00279833,chr8,90866946,90867146,200,"High throughput",K562,Blood,Blood,"Homo sapiens",OSGIN2,.,hg19,.
1648,HS_00279834,chr8,92131796,92131996,200,"High throughput",K562,Blood,Blood,"Homo sapiens",LRRC69,.,hg19,.
1649,HS_00279835,chr8,94321896,94322096,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TRIQK,.,hg19,.
1650,HS_00279836,chr8,98690726,98690926,200,"High throughput",K562,Blood,Blood,"Homo sapiens",MTDH,.,hg19,.
1651,HS_00279837,chr8,99968215,99968415,200,"High throughput",K562,Blood,Blood,"Homo sapiens",OSR2,.,hg19,.
1652,HS_00279838,chr8,100920536,100920736,200,"High throughput",K562,Blood,Blood,"Homo sapiens",COX6C,.,hg19,.
1653,HS_00279839,chr8,101556756,101556956,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ANKRD46,ANKRD46,hg19,.
1654,HS_00279840,chr8,102256036,102256236,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF706,.,hg19,.
1655,HS_00279841,chr8,102353935,102354135,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNF706,.,hg19,.
1656,HS_00279842,chr8,105494815,105495015,200,"High throughput",K562,Blood,Blood,"Homo sapiens",LRP12,.,hg19,.
1657,HS_00279843,chr8,105743400,105743600,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFPM2,.,hg19,.
1658,HS_00279844,chr8,105876875,105877075,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFPM2,.,hg19,.
1659,HS_00279845,chr8,106196736,106196936,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFPM2,.,hg19,.
1660,HS_00279846,chr8,107686076,107686276,200,"High throughput",K562,Blood,Blood,"Homo sapiens",OXR1,.,hg19,.
1661,HS_00279847,chr8,108172115,108172315,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ANGPT1,.,hg19,.
1662,HS_00279848,chr8,108285695,108285895,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ANGPT1,.,hg19,.
1663,HS_00279849,chr8,108375315,108375515,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ANGPT1,.,hg19,.
1664,HS_00279850,chr8,108513645,108513845,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ANGPT1,.,hg19,.
1665,HS_00279851,chr8,109212696,109212896,200,"High throughput",K562,Blood,Blood,"Homo sapiens",EIF3E,.,hg19,.
1666,HS_00279852,chr8,110144616,110144816,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TRHR,.,hg19,.
1667,HS_00279853,chr8,121094776,121094976,200,"High throughput",K562,Blood,Blood,"Homo sapiens",COL14A1,COL14A1,hg19,.
1668,HS_00279854,chr8,124426475,124426675,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ATAD2,.,hg19,.
1669,HS_00279855,chr8,124541715,124541915,200,"High throughput",K562,Blood,Blood,"Homo sapiens",FBXO32,.,hg19,.
1670,HS_00279856,chr8,125352866,125353066,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM65,.,hg19,.
1671,HS_00279857,chr8,125418676,125418876,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM65,.,hg19,.
1672,HS_00279858,chr8,126467315,126467515,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TRIB1,.,hg19,.
1673,HS_00279859,chr8,126790016,126790216,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TRIB1,.,hg19,.
1674,HS_00279860,chr8,127546556,127546756,200,"High throughput",K562,Blood,Blood,"Homo sapiens",LRATD2,.,hg19,.
1675,HS_00279861,chr8,129911596,129911796,200,"High throughput",K562,Blood,Blood,"Homo sapiens",GSDMC,.,hg19,.
1676,HS_00279862,chr8,130342615,130342815,200,"High throughput",K562,Blood,Blood,"Homo sapiens",GSDMC,.,hg19,.
1677,HS_00279863,chr8,130615955,130616155,200,"High throughput",K562,Blood,Blood,"Homo sapiens",GSDMC,.,hg19,.
1678,HS_00279864,chr8,130911955,130912155,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CYRIB,.,hg19,.
1679,HS_00279865,chr8,130974895,130975095,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CYRIB,.,hg19,.
1680,HS_00279866,chr8,135421896,135422096,200,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFAT,.,hg19,.
1681,HS_00279867,chr8,139801356,139801556,200,"High throughput",K562,Blood,Blood,"Homo sapiens",COL22A1,.,hg19,.
1682,HS_00279868,chr8,140908956,140909156,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TRAPPC9,.,hg19,.
1683,HS_00279869,chr8,141247895,141248095,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TRAPPC9,.,hg19,.
1684,HS_00279870,chr8,141513295,141513495,200,"High throughput",K562,Blood,Blood,"Homo sapiens",CHRAC1,.,hg19,.
1685,HS_00279871,chr8,142526786,142526986,200,"High throughput",K562,Blood,Blood,"Homo sapiens",AC138647.1,.,hg19,.
